time,frequency,confidence
6.040,43.020,0.709591
6.050,43.086,0.672860
6.060,43.138,0.532999
6.070,43.229,0.410404
6.080,43.078,0.670070
6.090,43.258,0.355369
6.100,43.210,0.693597
6.110,43.339,0.545559
6.120,43.429,0.833724
6.130,43.254,0.816532
6.140,43.401,0.920173
6.150,43.246,0.838925
6.160,43.327,0.895354
6.170,43.151,0.840228
6.180,43.288,0.887185
6.190,43.366,0.908067
6.200,43.353,0.831575
6.210,43.137,0.894868
6.220,42.956,0.794316
6.230,43.082,0.872467
6.240,43.059,0.847784
6.250,43.113,0.876087
6.260,43.021,0.819617
6.270,43.149,0.779423
6.280,43.113,0.796188
6.290,43.065,0.766463
6.300,43.072,0.850057
6.310,43.030,0.857101
6.320,43.173,0.883723
6.330,42.990,0.854361
6.340,43.180,0.832562
6.350,43.195,0.847279
6.360,43.195,0.810136
6.370,43.233,0.845251
6.380,42.999,0.845410
6.390,43.193,0.877561
6.400,43.143,0.855945
6.410,43.256,0.831964
6.420,43.234,0.863441
6.430,43.248,0.816974
6.440,43.293,0.865106
6.450,43.186,0.850586
6.460,43.249,0.871679
6.470,43.177,0.872700
6.480,43.301,0.904600
6.490,43.305,0.930064
6.500,43.138,0.856883
6.510,43.216,0.902859
6.520,43.078,0.793864
6.530,43.109,0.878384
6.540,43.051,0.887867
6.550,43.171,0.916076
6.560,43.151,0.925411
6.570,43.066,0.844225
6.580,43.198,0.896799
6.590,43.089,0.861032
6.600,43.155,0.903505
6.610,43.158,0.900779
6.620,43.207,0.915619
6.630,43.152,0.906094
6.640,43.083,0.827872
6.650,43.148,0.905847
6.660,43.165,0.900706
6.670,43.214,0.921805
6.680,43.259,0.927298
6.690,43.340,0.926878
6.700,43.292,0.912924
6.710,43.181,0.849632
6.720,43.216,0.904157
6.730,43.132,0.875081
6.740,43.120,0.886900
6.750,42.978,0.863116
6.760,43.133,0.863932
6.770,43.321,0.887430
6.780,43.200,0.856188
6.790,43.324,0.896201
6.800,43.165,0.880376
6.810,43.233,0.889408
6.820,43.083,0.844368
6.830,43.168,0.878981
6.840,43.175,0.859199
6.850,43.106,0.852960
6.860,43.188,0.892463
6.870,43.097,0.851772
6.880,43.174,0.910827
6.890,43.248,0.904676
6.900,43.229,0.910432
6.910,43.261,0.912035
6.920,43.247,0.913011
6.930,43.137,0.888511
6.940,42.982,0.770949
6.950,43.076,0.891374
6.960,43.184,0.904243
6.970,43.214,0.932850
6.980,43.237,0.913501
6.990,43.311,0.917277
7.000,43.203,0.910484
7.010,43.195,0.867727
7.020,43.217,0.927032
7.030,43.145,0.891402
7.040,43.141,0.924298
7.050,43.092,0.880284
7.060,43.125,0.876250
7.070,43.124,0.903715
7.080,43.194,0.865511
7.090,43.214,0.920987
7.100,43.211,0.880457
7.110,43.252,0.910640
7.120,43.168,0.901234
7.130,43.211,0.896178
7.140,43.241,0.912558
7.150,43.133,0.831311
