time,frequency,confidence
5.540,552.757,0.901265
5.550,556.435,0.913263
5.560,562.299,0.878704
5.570,567.683,0.906515
5.580,572.014,0.920308
5.590,575.087,0.955129
5.600,578.130,0.932513
5.610,581.146,0.930202
5.620,583.495,0.935465
5.630,585.696,0.901648
5.640,587.775,0.935596
5.650,590.414,0.927841
5.660,592.649,0.857317
5.670,595.298,0.862257
5.680,597.744,0.842612
5.690,600.685,0.841704
5.700,603.657,0.844624
5.710,608.109,0.809579
5.720,615.610,0.770765
5.730,621.593,0.762994
5.740,626.719,0.768042
5.750,635.496,0.790118
5.760,647.882,0.822639
5.770,661.739,0.910899
5.780,672.337,0.681362
5.790,693.796,0.638230
5.800,705.966,0.534050
5.810,737.180,0.329229
5.820,778.975,0.401887
5.830,813.889,0.666393
5.840,835.438,0.762736
5.850,866.193,0.576140
5.860,918.071,0.476900
5.870,991.206,0.782750
5.880,991.553,0.813470
5.890,985.130,0.617275
5.900,968.047,0.617641
5.910,984.844,0.671723
5.920,990.693,0.669783
5.930,985.914,0.221809
5.940,957.581,0.158123
5.950,260.505,0.114372
5.960,503.989,0.339075
5.970,252.879,0.330654
5.980,266.217,0.172405
5.990,703.287,0.076853
6.000,135.900,0.131535
6.010,255.852,0.066487
6.020,845.976,0.083872
6.030,842.175,0.230759
6.040,840.600,0.287415
6.050,564.579,0.091759
6.060,253.040,0.055748
6.070,254.093,0.085955
6.080,1192.546,0.456642
6.090,1174.857,0.439324
6.100,1150.917,0.422389
6.110,1146.132,0.494145
6.120,1178.020,0.481668
6.130,1186.779,0.651420
6.140,1163.210,0.457271
6.150,1136.934,0.298476
6.160,1116.025,0.450100
6.170,1193.184,0.273637
6.180,1177.906,0.380452
6.190,1176.473,0.535689
6.200,1176.020,0.310016
6.210,35.535,0.147085
6.220,35.609,0.170753
6.230,35.650,0.048070
6.240,1169.064,0.133318
6.250,1189.444,0.187518
6.260,1227.883,0.321396
6.270,1237.675,0.174551
6.280,1259.006,0.083963
6.290,302.448,0.164219
6.300,332.296,0.152433
6.310,334.280,0.246691
6.320,315.991,0.212085
6.330,302.520,0.225637
6.340,130.268,0.248198
6.350,136.623,0.116812
6.360,40.356,0.021454
6.370,1241.083,0.146233
6.380,1237.707,0.152389
6.390,1226.647,0.205182
6.400,1236.474,0.165734
6.410,1242.356,0.182673
6.420,1311.167,0.152704
6.430,46.692,0.229250
6.440,48.126,0.057598
6.450,165.680,0.073935
6.460,182.421,0.074275
6.470,141.477,0.146467
6.480,141.135,0.391719
6.490,140.420,0.235118
6.500,140.071,0.157397
6.510,282.544,0.292416
6.520,279.284,0.279208
6.530,318.258,0.269728
6.540,55.460,0.184164
6.550,55.115,0.115708
6.560,325.405,0.276193
6.570,324.332,0.167252
6.580,236.533,0.300222
6.590,240.287,0.240534
6.600,439.741,0.265780
6.610,393.906,0.405521
6.620,398.397,0.771912
6.630,399.337,0.820172
6.640,397.640,0.712729
6.650,395.399,0.647642
6.660,397.401,0.516278
6.670,397.172,0.444241
6.680,338.127,0.279957
6.690,330.462,0.336558
6.700,350.539,0.306036
6.710,337.110,0.435307
6.720,333.287,0.708275
6.730,333.530,0.671481
6.740,306.972,0.525644
6.750,328.620,0.546612
6.760,330.172,0.715629
6.770,328.294,0.829328
6.780,331.533,0.798340
6.790,333.456,0.653452
6.800,340.534,0.405813
6.810,393.244,0.577801
6.820,393.045,0.695462
6.830,399.243,0.693159
6.840,405.194,0.650403
6.850,407.381,0.523533
6.860,394.835,0.387130
6.870,394.688,0.340304
6.880,394.731,0.478563
6.890,145.514,0.068811
6.900,77.233,0.035041
6.910,396.831,0.170202
6.920,380.698,0.193210
6.930,367.879,0.256133
6.940,298.213,0.236746
6.950,247.588,0.229201
6.960,499.089,0.177292
6.970,459.120,0.177999
6.980,534.420,0.515581
6.990,531.995,0.730385
7.000,528.924,0.767119
7.010,523.151,0.790810
7.020,516.385,0.575416
7.030,501.351,0.573847
7.040,500.694,0.781242
7.050,503.815,0.766899
7.060,513.240,0.613597
7.070,524.580,0.509187
7.080,1581.032,0.429071
7.090,1578.221,0.349979
7.100,160.715,0.527858
7.110,166.829,0.774750
7.120,173.383,0.827925
7.130,175.778,0.783067
7.140,177.462,0.698684
7.150,174.917,0.524958
7.160,165.711,0.114842
7.170,404.821,0.258539
7.180,469.901,0.515935
7.190,466.477,0.621929
7.200,465.888,0.536731
7.210,368.460,0.410168
7.220,364.919,0.314274
7.230,458.637,0.351795
7.240,461.349,0.661151
7.250,460.431,0.633107
7.260,461.849,0.670738
7.270,412.929,0.487470
7.280,413.326,0.676155
7.290,413.073,0.699228
7.300,429.998,0.303539
7.310,475.627,0.337798
7.320,474.953,0.404914
7.330,361.665,0.499354
7.340,360.451,0.557800
7.350,358.382,0.554534
7.360,354.922,0.362586
7.370,325.813,0.133345
7.380,391.450,0.456681
7.390,385.913,0.490564
7.400,386.389,0.327036
7.410,393.243,0.419137
7.420,393.423,0.357693
7.430,408.086,0.483348
7.440,411.454,0.503476
7.450,408.726,0.637479
7.460,408.495,0.484799
7.470,404.600,0.626844
7.480,404.107,0.720862
7.490,402.402,0.650613
7.500,398.808,0.568773
7.510,352.657,0.443978
7.520,360.444,0.496676
7.530,363.056,0.764621
7.540,367.265,0.522302
7.550,384.506,0.343119
7.560,387.378,0.518489
7.570,420.947,0.385881
7.580,418.757,0.392043
7.590,447.204,0.668383
7.600,460.646,0.743645
7.610,464.065,0.780239
7.620,463.861,0.767639
7.630,465.547,0.562475
7.640,457.210,0.175009
7.650,244.385,0.046663
7.660,438.374,0.061819
7.670,1944.434,0.003075
7.680,537.809,0.002128
7.690,1893.113,0.004419
7.700,359.018,0.015402
7.710,359.009,0.189570
7.720,351.196,0.378536
7.730,354.187,0.286306
7.740,325.725,0.256600
7.750,330.753,0.415029
7.760,332.643,0.445099
7.770,347.138,0.420507
7.780,473.002,0.457640
7.790,481.319,0.570756
7.800,488.574,0.697518
7.810,497.079,0.799311
7.820,502.510,0.800364
7.830,545.141,0.283102
7.840,544.712,0.427333
7.850,589.574,0.349233
7.860,594.112,0.363746
7.870,658.859,0.372171
7.880,693.910,0.361958
7.890,786.405,0.669555
7.900,804.758,0.455005
7.910,839.882,0.572255
7.920,857.366,0.603440
7.930,882.696,0.898873
7.940,892.814,0.858441
7.950,445.833,0.622184
7.960,440.732,0.563634
7.970,433.640,0.505741
7.980,428.604,0.418437
7.990,420.334,0.338429
8.000,513.217,0.219880
8.010,517.242,0.420257
8.020,556.935,0.306975
8.030,567.519,0.736681
8.040,579.643,0.726170
8.050,594.699,0.437869
8.060,624.655,0.444114
8.070,690.836,0.404282
8.080,696.434,0.441925
8.090,703.679,0.185512
8.100,359.153,0.465851
8.110,351.095,0.670709
8.120,346.437,0.721903
8.130,333.128,0.775221
8.140,330.820,0.945904
8.150,329.952,0.950412
8.160,329.773,0.904584
8.170,329.326,0.725312
8.180,332.694,0.570000
8.190,335.191,0.375453
8.200,340.426,0.149929
8.210,331.578,0.469807
8.220,333.742,0.330267
