time,frequency,confidence
6.000,175.336,0.039201
6.010,113.538,0.017569
6.020,37.674,0.141907
6.030,37.579,0.265703
6.040,31.886,0.181489
6.050,60.655,0.063256
6.060,60.848,0.225783
6.070,61.495,0.735708
6.080,61.578,0.865827
6.090,61.633,0.888733
6.100,61.934,0.914783
6.110,62.125,0.908516
6.120,62.027,0.893070
6.130,61.691,0.682952
6.140,62.253,0.665148
6.150,61.552,0.146903
6.160,58.548,0.163018
6.170,56.056,0.490111
6.180,56.748,0.553227
6.190,58.024,0.376164
6.200,60.733,0.592831
6.210,60.907,0.697950
6.220,61.579,0.872742
6.230,61.711,0.899966
6.240,61.660,0.893375
6.250,61.778,0.920342
6.260,61.807,0.908662
6.270,61.767,0.924609
6.280,61.642,0.899916
6.290,61.754,0.915225
6.300,61.829,0.928043
6.310,61.640,0.888810
6.320,61.916,0.736389
6.330,65.005,0.458250
6.340,32.777,0.779507
6.350,120.224,0.091015
6.360,119.317,0.155299
6.370,61.492,0.202501
6.380,62.060,0.660837
6.390,61.845,0.891096
6.400,61.636,0.893929
6.410,61.572,0.918017
6.420,61.632,0.930426
6.430,61.686,0.935072
6.440,61.731,0.927675
6.450,61.894,0.931606
6.460,61.919,0.905613
6.470,61.400,0.822377
6.480,59.925,0.504501
6.490,58.236,0.212074
6.500,61.599,0.187671
6.510,58.847,0.081136
6.520,59.176,0.143434
6.530,60.345,0.140707
6.540,61.558,0.453111
6.550,62.154,0.800565
6.560,61.926,0.857208
6.570,62.030,0.909687
6.580,62.014,0.909304
6.590,62.063,0.897871
6.600,61.967,0.903284
6.610,62.145,0.860201
6.620,62.206,0.868638
6.630,61.924,0.885819
6.640,61.655,0.885210
6.650,61.395,0.724595
6.660,61.044,0.609815
6.670,61.619,0.542909
6.680,61.944,0.329037
6.690,64.452,0.146585
6.700,85.826,0.429628
6.710,87.195,0.759165
6.720,87.784,0.751136
6.730,87.519,0.865957
6.740,87.356,0.882766
6.750,87.381,0.922708
6.760,87.247,0.925720
6.770,86.869,0.921434
6.780,86.352,0.926852
6.790,86.176,0.889082
6.800,86.292,0.864473
6.810,86.407,0.665612
6.820,86.175,0.287341
6.830,83.707,0.266822
6.840,173.450,0.193898
6.850,174.998,0.356554
6.860,174.443,0.401049
6.870,85.456,0.558657
6.880,86.102,0.818587
6.890,86.881,0.913429
6.900,87.253,0.915119
6.910,87.318,0.945061
6.920,87.214,0.935481
6.930,87.193,0.934962
